"","X","inv_pres1","inv_pres2","inv_federal","inv_estadual","inv_gov","votaria","pref_cand","pref_part","inv_gov2","houseincome","income","catincome","male","efficacygov","efficacyvote","congressev","wouldvote","right","partyeval","knowledge","interest","education","age","govevaluation"
"294",294,0,0,0,NA,0,1,2,2,NA,250,1,0,0,1,2,4,2,NA,4,3,1,4,45,4
"295",295,0,0,1,1,0,3,1,1,NA,1333.33337402344,1200,3,1,5,3,4,1,1,4,9,3,9,48,2
"296",296,0,NA,NA,NA,0,1,2,1,NA,333.333343505859,1000,2,0,3,NA,4,2,NA,4,6,2,3,37,4
"297",297,0,0,NA,NA,0,1,2,2,NA,1333.33337402344,2500,3,0,4,4,4,2,NA,4,7,1,8,46,5
"298",298,0,0,0,NA,0,1,2,1,NA,1500,800,2,0,5,NA,4,2,10,5,5,3,6,17,5
"299",299,0,0,1,NA,0,1,1,1,NA,650,1300,3,1,3,5,2,2,NA,2,4,2,7,23,2
"300",300,0,0,NA,1,0,2,1,1,NA,200,200,1,0,5,5,1,NA,5,1,3,3,1,54,1
"301",301,0,0,1,1,0,1,2,2,NA,3500,1,0,0,5,5,5,2,NA,5,2,3,1,61,5
"302",302,0,0,1,1,0,3,1,2,NA,625,1,0,0,5,5,2,1,NA,2,6,2,5,38,3
"303",303,0,0,NA,0,0,1,1,1,NA,450,800,2,1,5,5,4,2,8,1,7,2,7,36,5
"304",304,0,NA,NA,NA,NA,1,2,2,NA,433.333343505859,750,2,1,3,4,5,2,NA,4,6,1,3,42,4
"305",305,0,0,NA,NA,NA,1,1,2,NA,666.666687011719,600,2,0,5,5,NA,2,NA,NA,3,1,3,59,4
"306",306,NA,0,NA,0,NA,1,2,2,NA,433.333343505859,700,2,0,5,5,2,2,NA,NA,7,3,5,43,2
"307",307,1,1,1,1,1,1,2,2,NA,500,1,0,0,4,1,2,2,NA,3,4,1,2,61,4
"308",308,0,0,NA,NA,0,3,1,2,NA,400,1,0,0,5,5,5,1,6,4,3,2,6,18,5
"309",309,0,0,0,NA,0,1,1,2,NA,900,600,2,0,3,2,1,2,5,1,6,4,6,30,4
"310",310,0,0,0,0,0,1,2,2,NA,750,1,0,0,5,5,2,2,2,2,5,2,9,42,5
"311",311,0,0,0,0,0,3,2,1,NA,NA,NA,2,0,5,5,1,1,10,1,5,2,8,25,6
"312",312,NA,0,NA,0,NA,3,2,2,NA,1000,1000,2,0,5,3,NA,1,NA,NA,2,2,4,66,2
"313",313,0,0,NA,NA,0,1,1,1,NA,1350,2000,3,1,4,4,4,2,5,2,9,3,7,43,4
"314",314,0,0,1,1,0,1,1,1,NA,1300,2600,4,1,5,5,4,2,6,4,10,2,9,59,4
"315",315,0,0,NA,NA,0,1,1,2,NA,266.666656494141,500,1,1,5,5,2,2,NA,2,2,1,3,32,5
"316",316,0,0,NA,0,0,3,1,2,NA,500,1,0,0,5,5,3,1,NA,3,8,2,7,40,4
"317",317,0,0,1,1,0,3,1,1,NA,3400.33325195312,NA,NA,1,5,5,1,1,8,2,15,4,10,55,4
"318",318,0,0,NA,NA,0,1,2,2,NA,850,670,2,0,5,5,4,2,NA,4,5,1,7,26,1
"319",319,0,0,0,0,0,3,1,2,NA,500,1000,2,1,5,5,3,1,NA,2,7,3,6,24,3
"320",320,0,NA,0,NA,0,3,1,1,NA,500,400,1,0,2,5,4,1,8,3,5,4,5,26,4
"321",321,0,0,NA,NA,0,1,NA,2,NA,200,600,2,1,1,1,1,2,NA,1,0,1,4,25,1
"322",322,0,0,NA,NA,0,1,1,1,NA,NA,1,0,0,5,5,4,2,NA,4,4,1,5,30,5
"323",323,0,0,NA,NA,0,1,1,1,NA,666.666687011719,1000,2,1,5,5,1,2,NA,1,7,1,7,25,3
"324",324,NA,NA,NA,0,NA,3,2,1,NA,500,500,1,0,5,1,5,1,NA,3,2,1,6,32,4
"325",325,0,0,0,NA,0,2,1,2,NA,1500,1200,3,0,5,5,2,NA,5,2,10,2,5,44,4
"326",326,0,0,1,NA,0,3,1,1,NA,800,800,2,0,5,5,4,1,6,4,5,3,7,30,4
"327",327,0,0,NA,NA,0,3,1,2,NA,2500,3000,4,0,5,5,3,1,8,4,11,4,8,30,3
"328",328,0,0,NA,NA,0,1,2,1,NA,600,600,2,0,3,NA,5,2,6,5,5,2,2,65,4
"329",329,0,0,NA,NA,NA,1,2,2,NA,300,500,1,0,5,4,3,2,NA,6,2,1,7,47,4
"330",330,0,0,0,0,0,1,1,2,NA,300,1,0,1,1,1,1,2,8,1,10,2,2,62,4
"331",331,0,0,1,1,0,3,2,1,NA,NA,NA,NA,1,5,5,2,1,NA,1,7,1,3,74,3
"332",332,NA,0,NA,0,NA,1,1,2,NA,255,100,1,0,2,5,5,2,8,2,7,2,6,20,2
"333",333,0,0,0,1,0,1,1,1,NA,NA,NA,NA,1,5,5,4,2,10,4,8,2,6,28,4
"334",334,0,0,0,0,0,3,2,2,NA,750,1600,3,1,5,5,4,1,6,6,14,3,7,41,4
"335",335,0,0,NA,NA,0,1,2,1,NA,1000,1000,2,0,4,4,1,2,NA,2,6,3,4,55,5
"336",336,0,0,NA,NA,0,1,2,2,NA,333.333343505859,520,2,0,5,5,NA,2,10,NA,5,2,5,42,NA
"337",337,0,0,0,NA,0,1,1,2,NA,550,800,2,1,4,1,2,2,5,2,4,2,6,32,5
"338",338,0,0,NA,NA,0,3,1,2,NA,200,1,0,0,2,1,5,1,NA,5,3,3,2,50,5
"339",339,0,0,NA,NA,0,1,1,1,NA,175,200,1,0,5,5,2,2,NA,5,6,3,2,39,5
"340",340,0,0,NA,0,0,1,2,2,NA,NA,NA,2,1,5,5,2,2,10,2,7,3,7,27,5
"341",341,0,0,NA,NA,0,1,1,1,NA,500,500,1,0,5,5,2,2,NA,2,3,3,7,37,2
"342",342,0,0,NA,NA,0,3,1,1,NA,375,200,1,0,1,1,5,1,5,5,6,2,6,24,5
"343",343,0,0,NA,0,0,3,2,1,NA,600,1,0,0,5,5,4,1,0,4,4,1,3,60,6
"344",344,0,0,1,1,0,3,1,2,NA,325,1,0,0,4,3,2,1,5,5,8,2,5,44,3
"345",345,NA,NA,NA,0,NA,1,2,2,NA,500,1000,2,1,5,4,5,2,NA,4,5,2,7,24,4
"346",346,0,0,NA,NA,0,1,2,2,NA,750,1000,2,0,5,3,1,2,7,1,7,2,7,54,3
"347",347,0,0,1,1,0,1,1,1,NA,550,1,0,1,5,4,2,2,NA,2,5,1,6,27,3
"348",348,0,0,NA,NA,0,3,1,1,NA,600,700,2,0,1,1,2,1,10,2,7,2,6,25,5
"349",349,NA,NA,NA,0,NA,1,2,1,NA,1000,1,0,1,5,5,1,2,0,1,12,3,9,34,1
"350",350,0,NA,NA,NA,NA,3,2,2,NA,NA,NA,2,0,4,3,5,1,NA,4,9,2,7,66,5
"351",351,0,0,1,1,0,1,2,1,NA,800,800,2,1,5,5,4,2,NA,5,3,2,7,20,4
"352",352,0,0,NA,NA,0,1,2,2,NA,1000,1000,2,1,3,2,2,2,NA,2,4,2,3,25,5
"353",353,0,0,NA,NA,NA,1,1,1,NA,255,1,0,0,5,5,4,2,10,4,3,1,1,63,5
"354",354,0,0,0,0,0,3,1,1,NA,NA,NA,2,1,1,4,5,1,10,4,8,4,2,74,5
"355",355,0,NA,0,0,0,1,1,2,NA,NA,1000,2,1,5,4,1,2,5,1,14,3,7,34,5
"356",356,0,0,0,0,0,1,1,1,NA,NA,NA,NA,0,5,3,2,2,8,2,10,2,9,39,2
"357",357,0,0,0,0,0,1,1,1,NA,NA,500,1,0,5,5,2,2,NA,2,6,2,3,45,2
"358",358,0,0,0,0,0,3,1,1,NA,866.666687011719,1100,3,1,5,5,1,1,10,1,15,2,9,59,1
"359",359,1,1,1,1,1,1,2,2,NA,NA,NA,3,1,1,1,1,2,7,1,9,2,2,59,5
"360",360,0,0,NA,NA,0,1,2,1,NA,400,300,1,0,5,5,1,2,NA,2,9,2,2,51,4
"361",361,0,0,NA,NA,1,1,2,1,NA,533.333312988281,1,0,0,5,5,2,2,NA,4,10,2,2,50,2
"362",362,0,0,0,0,0,3,1,2,NA,NA,NA,1,1,1,5,3,1,NA,3,4,1,8,21,4
"363",363,1,1,1,1,0,1,2,2,NA,1500,2500,3,1,1,1,1,2,5,2,10,2,3,34,2
"364",364,0,0,NA,NA,NA,1,2,2,NA,400,1200,3,1,NA,NA,NA,2,NA,5,1,2,1,71,NA
"365",365,0,0,NA,NA,0,3,2,2,NA,900,1000,2,0,2,2,3,1,10,3,8,2,7,26,5
"366",366,0,0,1,1,1,1,2,2,NA,666.666687011719,800,2,1,5,3,4,2,NA,2,2,1,3,35,4
"367",367,NA,NA,NA,0,NA,3,1,1,NA,225,100,1,0,5,5,5,1,NA,5,6,3,7,38,5
"368",368,0,0,1,1,1,1,1,1,NA,NA,1,0,1,1,5,5,2,NA,5,6,3,5,19,2
"369",369,0,0,0,0,0,3,1,1,NA,640,NA,2,1,5,5,4,1,8,4,9,3,7,58,5
"370",370,0,0,0,NA,0,1,1,1,NA,625,1250,3,1,5,5,1,2,5,4,12,4,4,45,5
"371",371,0,0,0,0,0,3,1,1,NA,500,750,2,0,5,5,3,1,NA,3,4,2,7,28,4
"372",372,0,0,0,0,0,1,2,2,NA,1000,510,1,0,4,4,4,2,NA,4,8,1,5,30,4
"373",373,0,0,0,NA,0,1,2,1,NA,510,300,1,0,4,4,NA,2,10,4,9,1,3,34,2
"374",374,0,0,1,1,1,1,2,2,NA,300,500,1,1,5,5,2,2,NA,4,5,1,5,41,4
"375",375,0,0,0,NA,0,3,1,1,NA,300,1,0,0,2,1,2,1,9,2,7,4,3,57,2
"376",376,0,0,1,1,0,1,2,2,NA,500,NA,NA,1,3,5,4,2,NA,4,7,1,3,57,4
"377",377,0,0,NA,NA,0,3,1,1,NA,255,510,1,0,2,1,1,1,7,3,7,2,3,58,4
"378",378,0,0,NA,NA,0,3,1,1,NA,450,150,1,0,5,5,4,1,10,4,2,2,4,40,5
"379",379,0,0,NA,NA,0,1,2,2,NA,350,1,0,0,1,1,3,2,10,3,9,1,6,23,1
"380",380,0,0,NA,1,0,1,1,2,NA,400,600,2,0,5,5,4,2,NA,4,8,3,7,20,3
"381",381,0,0,0,0,0,3,2,1,NA,500,930,2,0,5,5,2,1,3,3,11,3,3,40,5
"382",382,0,0,NA,NA,1,1,2,2,NA,500,510,1,0,5,5,1,2,5,3,11,2,5,48,3
"383",383,1,1,1,1,0,1,2,2,NA,600,600,2,1,NA,3,NA,2,NA,NA,4,1,7,38,4
"384",384,0,0,NA,NA,0,3,2,2,NA,500,1000,2,1,5,5,1,1,0,2,9,2,5,43,NA
"385",385,0,0,NA,NA,NA,3,1,1,NA,400,1,0,0,1,5,5,1,NA,3,3,3,7,20,2
"386",386,0,0,NA,NA,0,1,2,2,NA,1500,3000,4,1,5,5,2,2,0,2,10,4,7,45,5
"387",387,0,0,0,NA,0,3,1,1,NA,10201,10201,7,1,1,1,3,1,6,2,13,4,8,61,6
"388",388,0,0,0,0,0,3,1,1,NA,NA,1700,3,1,5,5,4,1,10,4,10,4,8,60,5
"389",389,0,0,NA,NA,0,1,1,1,NA,366.666656494141,510,1,0,5,5,1,2,3,1,8,2,5,67,2
"390",390,0,0,NA,NA,0,1,1,1,NA,240,600,2,1,1,1,3,2,NA,1,2,1,7,20,1
"391",391,0,0,1,1,0,1,2,1,NA,600,510,1,0,5,5,5,2,8,1,10,3,4,34,5
"392",392,0,0,0,NA,0,1,1,1,NA,490,980,2,1,3,4,1,2,8,4,5,2,6,34,5
"393",393,0,0,0,0,0,2,1,1,NA,800,1000,2,1,5,5,4,NA,0,4,8,1,5,22,5
"394",394,0,0,1,0,0,3,1,1,NA,5000,1200,3,0,5,5,1,1,10,4,6,2,8,34,1
"395",395,0,0,NA,NA,0,1,1,1,NA,510,510,1,0,5,5,3,2,NA,3,4,2,3,43,4
"396",396,0,1,0,NA,0,1,1,1,NA,900,700,2,1,5,5,4,2,NA,4,5,1,7,19,5
"397",397,0,0,0,NA,0,3,1,1,NA,325,1300,3,0,5,5,4,1,8,5,10,4,4,50,5
"398",398,0,0,0,0,1,3,1,2,NA,NA,NA,2,0,3,5,3,1,5,3,3,1,7,32,5
"399",399,0,0,NA,NA,0,3,2,2,NA,550,800,2,1,1,5,4,1,10,4,5,3,7,25,5
"400",400,0,0,0,1,1,1,2,1,NA,1300,980,2,1,1,1,5,2,7,5,9,2,4,40,1
"401",401,0,0,1,1,0,3,2,2,NA,875,510,1,0,5,5,4,1,9,5,5,2,8,52,5
"402",402,0,0,0,NA,0,1,1,1,NA,625,1600,3,1,5,5,3,2,10,4,7,1,3,55,4
"403",403,0,0,NA,NA,0,2,1,2,NA,500,1000,2,1,5,5,3,NA,NA,3,8,3,5,55,4
"404",404,0,0,NA,NA,0,3,2,2,NA,288.888885498047,1000,2,1,5,5,5,1,NA,4,3,1,2,76,5
"405",405,0,1,NA,NA,0,3,1,1,NA,1150,1,0,0,4,3,2,1,4,1,11,3,8,23,2
"406",406,0,0,0,NA,0,1,2,1,NA,625,500,1,1,5,5,4,2,NA,4,NA,2,7,19,4
"407",407,NA,NA,NA,0,NA,1,2,2,NA,510,510,1,0,1,4,5,2,NA,5,8,3,4,67,5
"408",408,0,0,NA,NA,NA,3,2,2,NA,500,500,1,1,3,3,NA,1,NA,NA,2,2,1,40,1
"409",409,0,0,0,0,0,1,1,1,NA,1250,1600,3,0,3,3,2,2,NA,2,6,3,4,64,4
"410",410,0,0,0,NA,0,1,1,2,NA,NA,NA,NA,1,5,5,2,2,10,2,6,3,7,38,2
"411",411,0,0,NA,NA,0,3,1,1,NA,750,800,2,1,5,5,1,1,NA,1,9,1,5,44,4
"412",412,0,0,NA,NA,0,3,1,2,NA,3000,1,0,0,5,5,1,1,NA,1,5,3,3,60,3
"413",413,NA,0,NA,0,NA,3,1,1,NA,1000,1000,2,0,5,5,4,1,NA,4,6,3,7,23,2
"414",414,0,0,0,0,0,2,1,2,NA,500,1400,3,1,5,3,5,NA,NA,4,14,4,3,74,6
"415",415,0,0,0,1,0,3,2,1,NA,993.333312988281,980,2,1,4,5,3,1,8,5,9,3,8,21,3
"416",416,1,0,0,1,0,1,2,2,NA,NA,NA,1,1,1,1,2,2,NA,2,5,1,3,51,5
"417",417,0,0,NA,NA,0,3,1,2,NA,450,900,2,1,4,2,4,1,5,4,7,3,7,41,4
"418",418,0,0,NA,NA,0,3,2,2,NA,285,280,1,0,1,4,4,1,5,4,4,1,7,47,4
"419",419,0,0,0,0,0,3,1,1,NA,666.666687011719,900,2,1,5,5,2,1,10,2,4,3,6,19,3
"420",420,0,0,NA,NA,0,1,1,1,NA,600,600,2,0,2,5,2,2,NA,2,4,3,7,28,2
"421",421,0,1,0,0,0,2,1,1,NA,510,500,1,0,3,2,4,NA,NA,1,6,2,5,33,4
"422",422,0,0,1,1,1,1,2,2,NA,750,510,1,0,3,3,1,2,10,1,3,1,4,62,2
"423",423,0,0,0,NA,0,1,2,2,NA,750,700,2,1,5,5,1,2,NA,5,6,2,4,34,5
"424",424,0,0,0,NA,0,3,2,2,NA,NA,NA,2,1,3,5,4,1,3,5,8,3,7,37,4
"425",425,0,0,NA,0,0,3,1,2,NA,800,800,2,0,5,5,2,1,5,2,9,4,1,77,4
"426",426,0,0,0,0,0,1,1,1,NA,50,50,1,0,2,2,4,2,NA,6,4,4,3,51,5
"427",427,0,0,0,NA,0,1,1,1,NA,250,1,0,0,5,5,2,2,10,3,6,3,7,22,3
"428",428,0,0,0,0,0,3,1,1,NA,166.66667175293,1,0,1,5,5,5,1,8,1,8,3,8,44,5
"429",429,0,0,0,0,0,3,1,1,NA,NA,1,0,1,2,5,5,1,5,5,8,3,9,54,5
"430",430,0,0,0,NA,0,3,1,1,NA,2000,2000,3,1,5,5,4,1,1,4,12,2,9,54,6
"431",431,0,0,0,0,0,3,1,1,NA,575,1200,3,1,5,5,1,1,0,1,6,3,6,33,6
"432",432,0,0,0,0,0,1,1,2,NA,300,1,0,0,3,3,5,2,NA,5,2,2,2,49,5
"433",433,0,0,0,0,0,1,1,2,NA,400,1,0,0,3,2,1,2,8,1,3,2,3,65,3
"434",434,0,0,0,0,0,3,1,1,NA,300,1,0,0,5,4,4,1,5,4,11,3,7,25,6
"435",435,0,0,0,0,0,3,1,1,NA,NA,1000,2,1,5,5,5,1,NA,5,5,3,4,61,5
"436",436,1,1,1,1,0,1,2,2,NA,442.5,770,2,1,4,4,5,2,5,5,6,2,4,68,5
"437",437,0,0,0,0,0,3,1,1,NA,2750,2600,4,0,5,5,4,1,8,5,8,3,9,34,5
"438",438,0,0,0,0,0,1,1,2,NA,266.666656494141,1000,2,1,5,5,1,2,2,1,9,2,5,41,2
"439",439,0,0,0,NA,NA,1,1,2,NA,NA,NA,1,1,3,3,5,2,5,4,6,2,3,56,4
"440",440,0,1,0,0,0,2,1,1,NA,350,510,1,1,4,5,5,NA,5,5,9,1,5,42,5
"441",441,NA,NA,NA,0,NA,3,1,1,NA,2000,1500,3,1,5,5,2,1,10,3,7,1,7,44,5
"442",442,0,0,0,0,0,1,1,2,NA,1333.33337402344,2500,3,1,5,3,3,2,8,3,7,3,7,31,3
"443",443,0,0,0,NA,0,2,1,1,NA,750,600,2,0,5,5,2,NA,10,2,9,3,4,34,5
"444",444,0,0,0,0,0,3,2,2,NA,750,1000,2,1,5,5,1,1,0,1,13,3,9,53,1
"445",445,0,0,0,0,0,3,1,2,NA,1000,3000,4,1,5,5,2,1,9,2,7,3,9,34,5
"446",446,0,0,0,0,0,3,1,2,NA,666.666687011719,2500,3,1,5,5,4,1,10,5,15,3,8,57,4
"447",447,0,0,0,0,0,1,1,1,NA,300,600,2,0,1,1,NA,2,0,NA,5,4,5,33,NA
"448",448,0,0,0,0,0,1,2,2,NA,1066.66662597656,3200,4,0,5,5,1,2,NA,1,6,1,8,35,4
"449",449,0,0,0,0,0,3,1,2,NA,62.5,250,1,0,5,5,4,1,NA,4,3,2,2,41,6
"450",450,0,0,NA,NA,0,3,1,1,NA,255,200,1,0,5,5,NA,1,NA,5,2,2,2,53,6
"451",451,0,0,0,NA,0,2,1,1,NA,510,1,0,0,5,5,4,NA,8,4,6,2,7,40,5
"452",452,0,0,NA,NA,0,1,2,2,NA,666.666687011719,510,1,0,5,5,4,2,10,1,2,3,3,48,5
"453",453,0,NA,NA,NA,0,3,1,1,NA,3000,450,1,0,5,5,5,1,NA,4,3,4,8,21,5
"454",454,0,0,0,NA,0,1,1,1,NA,62.5,100,1,1,5,5,2,2,NA,2,2,3,2,52,5
"455",455,0,1,1,1,0,1,1,1,NA,3500,3500,4,0,4,3,1,2,NA,2,8,1,10,53,5
"456",456,0,0,0,0,0,3,1,2,NA,533.333312988281,600,2,0,5,5,3,1,NA,4,10,4,9,30,5
"457",457,0,0,0,0,0,3,1,1,NA,255,510,1,0,5,5,3,1,10,3,5,3,5,29,6
"458",458,0,0,NA,0,0,3,1,2,NA,1700,1700,3,1,3,5,4,1,0,4,9,3,8,39,4
"459",459,0,0,0,NA,0,3,1,1,NA,7500,10000,6,1,5,5,4,1,10,4,10,3,10,70,6
"460",460,NA,0,NA,0,NA,3,1,1,NA,510,510,1,0,5,5,5,1,6,5,7,3,7,37,5
"461",461,0,0,0,0,0,3,1,2,NA,900,700,2,0,NA,1,4,1,NA,4,6,4,7,23,5
"462",462,0,0,0,0,0,1,1,1,NA,255,1,0,0,5,5,1,2,NA,2,4,2,3,29,5
"463",463,0,0,NA,NA,0,1,1,1,NA,750,700,2,1,5,5,2,2,5,2,4,2,5,29,2
"464",464,0,0,NA,NA,0,3,2,2,NA,600,1000,2,1,5,3,3,1,5,1,11,3,7,42,4
"465",465,0,0,NA,NA,0,3,1,2,NA,833.333312988281,1,0,0,5,5,1,1,0,3,7,2,5,41,4
"466",466,0,0,0,0,0,1,1,1,NA,227.5,400,1,1,3,5,4,2,1,4,9,3,2,65,5
"467",467,1,0,1,1,1,1,2,2,NA,650,1300,3,1,5,2,1,2,NA,3,4,2,3,43,3
"468",468,0,0,NA,NA,0,1,1,1,NA,340,610,2,1,5,4,4,2,5,4,7,1,5,23,5
"469",469,0,0,0,0,0,3,1,1,NA,500,510,1,1,5,5,5,1,10,5,6,3,7,23,5
"470",470,0,0,NA,NA,1,3,1,1,NA,1200,800,2,1,5,5,4,1,10,4,6,1,5,33,5
"471",471,0,0,NA,0,0,3,1,1,NA,800,510,1,1,5,5,2,1,7,2,4,3,7,22,4
"472",472,0,0,0,0,0,1,1,2,NA,2250,1350,3,1,5,1,3,2,4,4,4,1,3,76,5
"473",473,0,0,0,0,0,1,2,2,NA,666.666687011719,1000,2,1,5,5,3,2,10,3,12,2,5,71,4
"474",474,0,1,0,0,NA,1,1,2,NA,378,756,2,1,5,5,3,2,7,4,7,2,4,45,1
"475",475,0,0,0,NA,0,1,2,1,NA,2600,2000,3,0,5,5,2,2,5,3,5,3,9,27,5
"476",476,0,0,0,0,0,3,1,1,NA,1000,1000,2,0,5,5,5,1,10,5,4,4,6,39,6
"477",477,0,0,0,0,0,1,1,1,NA,375,600,2,1,3,5,4,2,NA,4,3,3,3,62,6
"478",478,0,0,0,0,0,1,2,1,NA,3000,4000,4,1,5,1,3,2,5,3,8,3,9,40,5
"479",479,0,0,1,0,1,1,2,1,NA,500,1000,2,1,3,5,2,2,5,4,11,3,3,52,5
"480",480,0,0,NA,NA,0,3,2,2,NA,833.333312988281,510,1,1,5,5,1,1,10,1,3,1,1,71,5
"481",481,0,0,0,0,0,3,1,1,NA,220,150,1,0,4,5,5,1,8,5,8,3,4,42,6
"482",482,0,0,NA,NA,0,3,1,2,NA,340,510,1,0,5,5,NA,1,NA,3,2,3,3,39,3
"483",483,0,0,NA,NA,0,3,2,2,NA,510,510,1,0,5,5,NA,1,NA,NA,0,1,2,71,5
"484",484,0,1,NA,0,0,3,1,1,NA,533.333312988281,600,2,1,5,5,NA,1,7,5,5,3,7,21,4
"485",485,0,0,NA,NA,0,3,1,1,NA,570,1,0,0,5,4,3,1,NA,3,3,4,1,45,4
"486",486,0,0,0,0,0,1,1,1,NA,127.5,1,0,0,5,5,3,2,10,3,8,1,3,44,5
"487",487,1,1,1,1,NA,1,1,2,NA,510,510,1,0,4,5,5,2,NA,4,2,2,7,27,4
"488",488,0,0,NA,0,0,3,1,1,NA,733.333312988281,1500,3,1,5,5,NA,1,9,NA,9,3,2,68,NA
"489",489,0,0,0,NA,NA,3,1,2,NA,510,510,1,1,5,5,4,1,7,4,3,3,3,63,4
"490",490,0,0,NA,0,0,1,1,2,NA,350,1,0,0,5,5,3,2,1,3,9,2,5,23,5
"491",491,0,0,0,0,0,1,1,2,NA,825,560,2,0,5,5,4,2,5,3,8,3,8,20,5
"492",492,0,0,0,0,0,3,1,1,NA,2000,510,1,0,5,5,1,1,2,3,6,3,8,23,3
"493",493,0,0,0,0,0,3,1,1,NA,100,1,0,1,3,5,4,1,5,4,3,2,7,20,5
"494",494,0,0,1,1,0,1,1,2,NA,200,400,1,1,2,5,3,2,7,3,6,2,6,56,5
"495",495,0,0,1,0,1,1,1,1,NA,1000,1800,3,0,5,5,2,2,6,2,12,2,8,48,5
"496",496,0,0,1,1,0,3,1,2,NA,600,510,1,0,5,5,2,1,5,3,5,2,7,25,5
"497",497,0,1,0,0,0,3,1,2,NA,750,900,2,1,3,4,5,1,7,3,6,3,7,27,5
"498",498,0,0,0,0,0,1,1,1,NA,200,145,1,0,5,5,NA,2,10,2,6,3,2,42,6
"499",499,0,0,0,0,0,3,2,2,NA,255,1,0,0,5,5,3,1,NA,3,2,1,3,45,6
"500",500,0,0,NA,NA,0,3,1,2,NA,510,510,1,0,1,5,6,1,NA,6,3,2,2,61,5
"501",501,0,0,NA,NA,0,1,1,2,NA,2005,3500,4,0,3,5,1,2,10,1,0,3,5,23,1
"502",502,0,0,0,0,0,3,1,1,NA,170,1,0,0,5,5,1,1,8,4,10,4,7,38,4
"503",503,0,0,NA,NA,0,3,1,2,NA,285,60,1,1,5,5,NA,1,NA,5,3,2,2,46,5
"504",504,0,0,NA,0,0,1,2,2,NA,200,200,1,1,5,5,2,2,NA,2,5,1,7,29,5
"505",505,0,0,0,0,0,3,1,2,NA,400,300,1,0,4,4,3,1,NA,5,3,2,5,34,5
"506",506,0,0,1,1,1,1,2,2,NA,600,1020,2,1,5,5,4,2,NA,5,5,3,3,50,5
"507",507,0,NA,1,1,1,1,1,2,NA,500,1000,2,1,5,4,1,2,NA,1,6,3,4,43,1
"508",508,0,0,NA,NA,0,3,1,1,NA,255,1,0,0,5,5,2,1,NA,2,3,3,4,30,5
"509",509,0,0,NA,NA,NA,1,2,2,NA,600,300,1,0,1,5,1,2,0,1,2,1,4,35,5
"510",510,0,0,NA,0,0,3,1,1,NA,275,120,1,1,2,5,6,1,NA,5,4,3,3,35,5
"511",511,0,0,NA,1,0,1,1,1,NA,510,510,1,1,5,5,5,2,10,6,6,4,3,62,5
"512",512,0,0,NA,NA,NA,1,1,1,NA,NA,510,1,1,5,3,5,2,8,6,5,2,2,60,5
"513",513,0,0,NA,NA,0,3,1,2,NA,325,650,2,1,5,5,2,1,3,2,6,3,5,31,4
"514",514,0,0,NA,NA,0,1,2,2,NA,750,1,0,0,5,5,5,2,NA,1,6,1,2,68,5
"515",515,0,0,NA,NA,0,1,1,2,NA,400,300,1,0,5,5,5,2,NA,5,2,2,6,21,6
"516",516,0,0,1,1,0,3,1,2,NA,510,510,1,0,5,5,5,1,NA,1,3,3,3,22,5
"517",517,NA,NA,NA,0,NA,1,1,2,NA,733.333312988281,510,1,1,5,5,5,2,NA,5,12,2,1,68,5
"518",518,0,NA,NA,NA,NA,2,2,2,NA,266.666656494141,200,1,0,4,3,3,NA,NA,3,3,2,4,30,3
"519",519,0,0,NA,1,0,3,1,1,NA,102,1,0,0,5,5,NA,1,NA,5,3,3,4,56,5
"520",520,0,0,NA,0,0,3,2,2,NA,750,700,2,0,5,5,3,1,NA,3,2,1,5,25,4
"521",521,0,NA,NA,NA,0,3,1,1,NA,300,100,1,0,5,5,5,1,NA,5,6,3,2,53,5
"522",522,0,0,NA,NA,0,1,1,1,NA,1000,510,1,1,5,5,4,2,1,1,8,3,3,60,5
"523",523,0,0,1,1,1,3,2,1,NA,364.285705566406,1020,2,0,5,5,1,1,0,2,3,2,8,26,1
"524",524,0,0,NA,0,0,1,1,1,NA,900,900,2,1,5,5,4,2,10,4,4,3,5,31,4
"525",525,0,0,0,0,0,1,1,2,NA,625,510,1,1,5,5,5,2,9,5,6,2,5,24,4
"526",526,0,0,1,1,1,1,2,2,NA,2000,1500,3,0,5,5,NA,2,NA,1,4,1,7,59,1
"527",527,0,0,0,NA,0,1,1,1,NA,390,200,1,0,5,3,2,2,10,3,5,2,7,20,4
"528",528,NA,NA,NA,0,NA,1,1,1,NA,266.666656494141,1,0,0,5,5,4,2,NA,3,4,3,2,71,5
"529",529,0,0,NA,NA,NA,1,1,2,NA,400,1200,3,1,5,5,NA,2,8,5,1,2,4,21,5
"530",530,NA,NA,NA,0,NA,3,1,2,NA,340,510,1,1,5,2,1,1,NA,2,6,1,3,44,5
"531",531,NA,0,NA,0,NA,3,1,1,NA,340,1020,2,1,5,5,4,1,NA,4,7,3,6,30,4
"532",532,0,0,0,0,0,3,1,1,NA,766.666687011719,700,2,0,5,5,4,1,7,4,7,3,5,36,4
"533",533,0,0,0,NA,0,3,1,2,NA,340,510,1,0,3,5,NA,1,5,NA,0,1,3,38,5
"534",534,0,0,0,NA,0,3,1,1,NA,800,300,1,0,5,5,5,1,10,4,4,2,7,28,4
"535",535,0,0,0,0,0,3,1,1,NA,1600,1900,3,1,5,5,4,1,3,4,11,2,9,42,5
