"","X","inv_pres1","inv_pres2","inv_federal","inv_estadual","inv_gov","votaria","pref_cand","pref_part","inv_gov2","houseincome","income","catincome","male","efficacygov","efficacyvote","congressev","wouldvote","right","partyeval","knowledge","interest","education","age","govevaluation"
"777",777,NA,NA,NA,0,NA,1,2,2,NA,NA,NA,2,0,5,5,2,2,NA,2,3,2,4,33,3
"778",778,NA,NA,NA,0,NA,1,1,1,NA,NA,NA,2,1,5,5,3,2,NA,3,7,2,7,30,4
"779",779,0,0,0,0,0,3,1,1,NA,NA,NA,4,1,5,5,1,1,10,2,15,3,8,64,3
"780",780,0,0,0,0,0,3,1,2,NA,NA,NA,4,1,5,5,4,1,3,2,16,4,9,30,4
"781",781,0,0,1,1,0,3,1,1,NA,NA,1500,3,1,5,3,1,1,7,5,14,3,5,38,5
"782",782,0,0,0,0,0,3,2,1,NA,350,700,2,0,4,4,2,1,NA,2,4,2,6,26,2
"783",783,0,1,NA,NA,0,1,2,2,NA,600,510,1,0,4,4,3,2,NA,3,3,3,5,42,3
"784",784,0,0,NA,NA,0,1,2,2,NA,NA,NA,NA,0,5,5,3,2,NA,3,4,3,7,58,5
"785",785,0,NA,NA,0,0,1,1,1,NA,NA,NA,3,0,4,4,4,2,10,4,3,3,5,49,4
"786",786,0,0,0,0,0,3,2,2,NA,1000,3000,4,1,4,4,5,1,0,4,6,3,7,63,6
"787",787,0,0,NA,0,0,3,1,1,NA,NA,1,0,0,5,5,4,1,0,4,7,3,8,54,4
"788",788,0,0,0,1,0,1,2,2,NA,1000,1000,2,0,5,5,2,2,NA,2,4,2,8,32,3
"789",789,0,0,0,0,0,1,2,2,NA,NA,NA,3,1,5,5,1,2,10,1,4,3,7,29,3
"790",790,0,0,0,0,0,1,1,1,NA,NA,NA,2,0,3,3,2,2,NA,2,6,2,7,43,5
"791",791,0,0,0,0,0,3,1,1,NA,400,NA,NA,1,4,2,2,1,5,4,8,3,8,25,5
"792",792,0,0,0,0,0,3,1,2,NA,NA,NA,3,0,5,5,4,1,NA,3,5,3,9,36,5
"793",793,0,0,0,0,0,3,2,2,NA,NA,NA,NA,1,5,5,3,1,NA,3,5,3,6,73,5
"794",794,0,0,NA,0,0,3,2,2,NA,1250,1,0,0,3,3,5,1,NA,5,4,4,7,33,4
"795",795,0,0,NA,NA,0,1,2,1,NA,625,700,2,0,4,4,1,2,NA,1,5,3,4,69,1
"796",796,0,0,NA,NA,0,3,2,2,NA,1250,1,0,0,4,4,4,1,NA,4,3,2,4,32,5
"797",797,0,0,1,1,NA,3,1,2,NA,340,510,1,0,3,4,4,1,NA,1,4,2,5,20,1
"798",798,NA,NA,NA,0,NA,1,1,1,NA,NA,NA,NA,1,5,5,4,2,NA,5,3,1,4,18,4
"799",799,0,0,NA,NA,0,3,2,2,NA,NA,1,0,0,5,5,2,1,NA,2,8,2,2,62,4
"800",800,0,1,1,1,0,1,2,2,NA,NA,NA,NA,0,3,3,4,2,NA,5,6,2,7,41,4
"801",801,0,0,0,0,0,3,1,1,NA,1270.5,1200,3,1,4,3,5,1,NA,5,3,2,2,57,5
"802",802,0,0,0,0,1,1,1,1,NA,NA,NA,3,0,3,2,1,2,7,1,6,3,8,53,5
"803",803,0,0,0,0,1,3,1,1,NA,NA,NA,4,1,5,5,4,1,0,1,14,4,10,60,5
"804",804,0,0,0,0,0,3,1,1,NA,NA,NA,4,0,5,5,1,1,2,1,14,4,10,63,5
"805",805,0,0,NA,0,0,3,1,1,NA,1600,700,2,0,4,4,3,1,NA,4,1,2,2,42,5
"806",806,0,0,0,0,0,1,1,1,NA,NA,NA,2,1,5,5,4,2,0,4,13,2,5,49,4
"807",807,0,0,1,NA,1,1,2,2,NA,750,NA,NA,0,4,4,1,2,NA,4,4,2,5,24,4
"808",808,1,NA,1,1,1,1,1,2,NA,NA,NA,NA,1,2,2,2,2,NA,2,3,1,3,34,4
"809",809,0,0,0,0,0,3,2,1,NA,NA,NA,NA,1,5,5,4,1,NA,2,6,1,3,61,4
"810",810,0,0,NA,NA,0,1,1,1,NA,533.333312988281,600,2,1,3,3,5,2,NA,4,2,2,7,29,4
"811",811,0,0,1,1,1,1,2,2,NA,510,510,1,0,5,5,2,2,NA,1,4,3,3,60,2
"812",812,0,0,0,0,0,1,1,2,NA,NA,1,0,0,5,5,3,2,NA,2,4,3,7,51,2
"813",813,0,0,0,0,0,3,1,1,NA,NA,NA,NA,1,5,5,2,1,10,2,7,3,5,60,2
"814",814,0,0,0,0,0,1,2,1,NA,1500,2500,3,0,5,5,4,2,NA,1,4,3,7,29,4
"815",815,0,0,0,NA,0,3,1,1,NA,NA,NA,2,1,5,5,3,1,NA,3,7,3,3,85,4
"816",816,0,0,0,NA,0,1,2,2,NA,NA,NA,1,0,5,5,2,2,NA,2,4,2,6,35,4
"817",817,0,0,0,NA,0,1,1,2,NA,NA,NA,2,1,5,5,3,2,NA,3,4,2,5,30,3
"818",818,0,0,NA,0,0,2,2,2,NA,NA,NA,3,1,5,5,2,NA,NA,1,8,3,7,31,5
"819",819,0,1,0,0,0,2,1,2,NA,NA,NA,2,1,5,5,2,NA,NA,5,10,3,8,50,5
"820",820,NA,NA,NA,0,NA,1,1,1,NA,NA,NA,2,1,5,5,5,2,10,4,7,2,3,66,4
"821",821,0,0,0,0,0,3,1,1,NA,315,1,0,0,4,5,5,1,NA,4,6,3,6,60,4
"822",822,0,0,0,0,0,3,1,2,NA,NA,NA,4,1,3,3,2,1,NA,4,12,2,7,52,5
"823",823,0,0,NA,0,0,3,1,2,NA,NA,NA,3,1,5,5,4,1,NA,2,7,3,3,61,4
"824",824,0,0,NA,0,0,3,2,2,NA,NA,NA,2,0,5,5,4,1,NA,2,9,3,7,60,4
"825",825,0,0,NA,0,0,2,NA,NA,NA,300,600,2,1,5,3,2,NA,8,2,3,3,6,18,3
"826",826,0,0,NA,0,0,3,NA,2,NA,1500,1800,3,1,3,5,2,1,8,2,12,3,7,52,5
"827",827,0,0,0,0,0,3,1,1,NA,265,NA,2,0,5,5,5,1,10,5,3,4,7,45,5
"828",828,0,NA,0,NA,0,1,1,1,NA,NA,1,0,0,5,5,1,2,10,2,6,3,7,37,2
"829",829,0,0,0,0,0,3,1,1,NA,NA,NA,2,1,5,5,5,1,NA,4,9,3,4,33,5
"830",830,0,0,NA,NA,0,3,1,1,NA,NA,NA,2,1,5,5,2,1,10,2,4,3,7,60,5
"831",831,0,0,0,0,0,3,1,1,NA,NA,NA,2,0,5,5,2,1,2,4,8,3,7,56,2
"832",832,0,0,NA,NA,0,3,2,2,NA,NA,NA,NA,1,5,5,4,1,NA,3,8,2,7,22,4
"833",833,0,0,0,0,0,3,1,1,NA,NA,NA,3,1,5,5,4,1,5,4,15,4,9,31,6
"834",834,1,1,0,1,0,1,1,2,NA,NA,NA,3,1,5,5,2,2,8,3,6,3,7,42,5
"835",835,0,0,0,NA,0,3,2,2,NA,300,600,2,1,4,4,5,1,NA,3,4,2,3,39,4
"836",836,1,1,1,1,1,1,1,1,NA,333.333343505859,1000,2,1,4,3,2,2,NA,2,4,2,4,67,2
"837",837,0,0,1,1,0,1,2,2,0,400,300,1,0,5,5,3,2,9,3,6,2,5,31,4
"838",838,0,0,NA,0,0,3,1,2,0,204,510,1,1,5,5,2,1,NA,NA,7,3,3,68,6
"839",839,0,0,0,0,0,3,1,1,0,560,2800,4,0,5,5,4,1,5,4,11,NA,10,58,5
"840",840,0,0,0,0,0,3,1,2,0,350,510,1,0,5,5,2,1,NA,NA,5,3,5,47,3
"841",841,0,0,0,0,0,3,1,1,0,500,800,2,1,5,5,1,1,10,2,9,4,5,24,3
"842",842,0,0,0,0,0,1,1,1,0,233.33332824707,1,0,0,5,5,2,2,NA,4,6,1,5,22,3
"843",843,0,0,0,0,0,3,1,1,0,255,510,1,1,5,5,5,1,5,5,12,4,7,40,6
"844",844,0,0,0,0,0,3,1,1,0,1275,2580,4,1,5,5,4,1,0,5,12,3,7,57,5
"845",845,0,0,0,0,0,1,2,2,0,400,510,1,0,5,1,5,2,NA,4,3,2,5,35,4
"846",846,0,0,0,NA,0,1,1,1,0,300,1,0,0,1,5,NA,2,10,5,5,2,3,32,3
"847",847,1,1,1,1,1,1,1,2,1,400,1,0,1,5,5,3,2,NA,3,4,1,8,21,4
"848",848,0,0,1,1,0,3,2,2,0,200,1,0,1,5,5,4,1,NA,4,6,3,5,18,4
"849",849,0,0,0,NA,0,1,1,2,0,600,600,2,1,1,5,4,2,10,5,3,1,2,54,5
"850",850,0,0,0,0,0,1,1,2,0,143.33332824707,1,0,0,5,5,5,2,8,4,4,2,3,40,5
"851",851,0,1,0,NA,0,1,1,2,1,275,1,0,0,2,3,5,2,NA,5,5,2,9,42,5
"852",852,0,0,0,0,0,1,2,1,0,204,510,1,0,5,5,4,2,10,5,4,3,5,34,5
"853",853,0,0,0,0,0,1,2,2,0,127.5,1,0,0,5,5,2,2,NA,1,4,2,5,44,2
"854",854,0,0,1,1,0,1,1,2,0,170,1,0,0,5,5,3,2,NA,4,6,2,3,62,3
"855",855,NA,0,NA,0,NA,2,2,2,0,1100,1000,2,0,5,5,4,NA,NA,4,6,2,9,30,5
"856",856,0,0,0,0,0,3,1,1,0,170,1,0,1,2,5,4,1,5,4,11,3,7,18,5
"857",857,0,0,0,0,0,3,1,2,0,650,700,2,1,5,5,4,1,0,4,10,3,7,43,5
"858",858,0,0,1,1,0,3,1,1,0,400,800,2,1,5,5,3,1,NA,4,9,2,5,32,5
"859",859,NA,NA,NA,0,NA,1,1,1,NA,750,1,0,0,5,5,3,2,0,1,5,3,2,78,6
"860",860,0,0,NA,0,0,1,1,1,0,450,1,0,0,5,5,3,2,10,3,6,2,5,24,3
"861",861,0,0,0,0,0,3,2,1,0,600,700,2,1,5,5,2,1,6,4,7,2,7,30,4
"862",862,0,NA,NA,1,0,2,2,NA,NA,400,1,0,0,3,3,5,NA,NA,4,5,1,3,57,4
"863",863,0,0,1,1,0,2,1,1,0,375,1000,2,1,5,5,4,NA,8,5,8,3,3,44,4
"864",864,0,0,0,0,0,1,1,2,0,366.666656494141,1,0,0,4,5,1,2,10,1,4,4,7,18,4
"865",865,0,0,1,NA,0,3,1,1,0,1250,1800,3,1,5,5,3,1,1,3,7,3,7,31,3
"866",866,NA,NA,NA,0,NA,1,2,2,NA,333.333343505859,510,1,1,5,5,3,2,NA,4,4,2,7,20,4
"867",867,0,NA,1,1,0,2,1,2,NA,NA,NA,2,0,1,3,4,NA,NA,4,6,2,7,37,5
"868",868,0,0,0,0,0,1,1,1,0,833.333312988281,1000,2,1,5,1,4,2,5,4,10,2,7,29,4
"869",869,0,0,0,0,0,1,1,1,0,255,510,1,1,4,5,NA,2,NA,4,3,3,3,44,4
"870",870,0,0,0,NA,0,1,1,1,0,NA,NA,2,0,4,5,2,2,8,3,9,2,9,32,5
"871",871,0,0,0,0,0,1,2,2,0,NA,1,0,0,5,1,1,2,5,1,7,1,5,24,5
"872",872,0,0,0,0,0,1,2,1,0,NA,1,0,0,5,5,4,2,NA,4,3,3,5,23,4
"873",873,0,0,0,0,0,1,1,1,0,666.666687011719,800,2,0,4,4,4,2,5,4,9,4,9,55,6
"874",874,1,1,1,1,1,1,2,2,1,500,1000,2,0,5,5,5,2,10,4,3,2,7,44,4
"875",875,0,0,0,0,0,3,1,1,0,2666.66674804688,8000,6,1,5,5,2,1,8,2,13,4,7,64,3
"876",876,0,0,0,0,0,1,1,1,0,300,1,0,0,5,5,4,2,NA,3,3,2,6,25,4
"877",877,0,0,0,0,0,3,2,2,0,200,510,1,1,5,4,1,1,NA,2,7,2,2,71,2
"878",878,0,NA,1,0,0,1,1,2,NA,1500,1500,3,1,5,5,2,2,NA,1,12,4,9,34,4
"879",879,0,0,NA,0,0,3,1,1,0,475,200,1,1,5,3,NA,1,9,3,7,2,2,73,3
"880",880,1,0,NA,NA,0,2,2,2,0,NA,1200,3,1,1,5,2,NA,NA,2,7,2,5,46,4
"881",881,0,0,0,0,0,3,1,2,0,500,400,1,0,5,5,2,1,10,NA,7,3,7,28,4
"882",882,NA,0,NA,0,NA,2,1,1,0,250,1,0,0,4,4,5,NA,5,4,7,2,5,24,4
"883",883,0,0,1,1,0,3,1,2,0,NA,1,0,0,5,5,2,1,1,3,6,3,3,45,3
"884",884,0,0,0,0,0,1,1,1,0,200,1,0,0,5,5,5,2,10,5,3,2,2,26,5
"885",885,0,0,0,0,0,3,1,1,0,300,600,2,1,5,5,1,1,10,3,12,3,3,47,1
"886",886,0,0,0,0,0,3,1,1,0,340,1,0,0,5,5,1,1,NA,1,4,3,7,62,2
"887",887,0,0,0,NA,0,3,2,1,0,1750,4000,4,1,2,4,3,1,8,3,11,2,8,39,4
"888",888,0,0,0,0,0,1,2,2,0,466.666656494141,700,2,1,5,5,2,2,NA,2,6,3,2,63,6
"889",889,0,0,0,0,0,3,1,1,0,83.5,167,1,1,5,5,4,1,10,3,7,3,2,50,4
"890",890,0,0,0,0,0,1,2,2,0,NA,1,0,0,4,5,2,2,NA,2,7,1,5,27,2
"891",891,0,0,0,0,0,3,1,1,0,625,900,2,1,5,5,1,1,NA,1,8,2,3,58,2
"892",892,0,0,0,0,0,3,1,2,0,825,1000,2,1,5,5,4,1,8,4,13,3,7,46,5
"893",893,0,0,0,0,0,1,1,1,0,300,510,1,1,5,5,5,2,7,3,4,2,6,26,3
"894",894,0,0,0,0,0,3,1,1,0,NA,1,0,1,5,5,3,1,4,4,10,3,8,19,5
"895",895,0,0,0,0,0,1,1,2,0,175,400,1,0,3,5,3,2,9,2,5,1,5,24,3
"896",896,0,0,0,0,0,1,1,1,0,1000,2000,3,1,2,3,3,2,10,4,11,3,7,34,5
"897",897,0,0,0,0,0,1,1,1,0,400,600,2,1,4,4,1,2,3,2,5,2,7,22,5
"898",898,0,0,0,0,0,1,1,2,0,750,500,1,0,5,5,5,2,NA,4,5,4,3,26,1
"899",899,0,0,0,0,0,3,1,1,0,875,1,0,0,5,5,5,1,NA,4,3,3,7,23,5
"900",900,0,0,0,1,0,1,1,2,0,300,500,1,1,5,5,3,2,NA,3,3,2,4,42,4
"901",901,0,0,NA,NA,0,1,1,2,0,1333.33337402344,1300,3,0,5,5,1,2,NA,1,4,3,5,48,4
"902",902,0,0,NA,NA,0,1,1,1,NA,580,900,2,1,5,5,4,2,NA,4,3,3,7,20,4
"903",903,0,0,0,0,0,3,1,1,0,510,510,1,1,5,5,5,1,NA,5,2,3,2,63,1
"904",904,0,0,NA,NA,0,1,2,1,0,NA,NA,3,1,1,5,4,2,NA,1,8,2,3,24,3
"905",905,0,0,0,0,0,3,1,2,NA,2000,1200,3,1,5,5,5,1,10,5,8,4,7,24,NA
"906",906,0,0,0,NA,0,1,1,1,NA,127.5,510,1,0,5,5,5,2,NA,5,2,3,5,52,5
"907",907,0,0,0,0,0,3,1,2,NA,NA,1,0,0,5,2,5,1,NA,5,7,4,8,19,4
"908",908,0,0,NA,NA,0,1,2,1,NA,NA,4000,4,0,5,5,5,2,10,5,8,3,8,59,5
"909",909,0,0,0,0,0,3,1,2,0,236,236,1,0,5,5,1,1,NA,1,4,2,7,29,4
"910",910,0,NA,0,NA,0,3,1,1,NA,NA,NA,NA,1,5,5,1,1,5,4,9,2,9,50,2
"911",911,0,0,0,1,0,3,1,2,0,550,310,1,0,4,5,NA,1,NA,NA,5,3,2,72,5
"912",912,0,0,0,0,0,1,2,1,0,600,500,1,0,5,5,5,2,NA,5,5,2,7,36,5
"913",913,0,0,0,0,0,3,1,1,0,333.333343505859,1,0,0,4,5,5,1,0,5,4,2,5,42,5
"914",914,0,0,0,NA,0,2,1,2,NA,NA,2304,3,1,5,3,1,NA,NA,4,10,2,4,56,1
"915",915,0,0,0,0,0,1,1,1,0,3000,NA,5,1,5,4,1,2,0,2,12,4,8,45,5
"916",916,0,0,0,0,0,3,1,2,0,1875,5000,4,1,5,5,5,1,5,5,16,4,8,49,6
"917",917,0,0,0,0,0,1,1,1,0,4000,2000,3,0,5,5,1,2,NA,1,3,1,5,40,1
"918",918,0,NA,NA,NA,0,1,2,1,NA,250,250,1,0,4,5,5,2,NA,3,4,2,6,25,5
"919",919,0,0,NA,NA,0,1,2,2,0,510,1,0,0,5,5,1,2,NA,1,2,3,4,33,1
"920",920,0,0,NA,0,0,3,2,1,0,1000,2000,3,1,5,5,4,1,10,4,5,4,7,33,5
"921",921,0,0,0,0,0,1,1,2,0,650,800,2,0,5,5,2,2,NA,2,3,1,7,30,2
"922",922,NA,NA,NA,0,NA,1,2,2,NA,NA,510,1,0,5,5,1,2,NA,1,1,1,1,74,1
"923",923,0,0,NA,NA,0,3,1,1,0,600,200,1,0,5,4,5,1,10,1,4,3,8,23,5
"924",924,0,0,NA,NA,0,1,1,1,0,375,500,1,0,5,5,5,2,NA,5,4,4,7,43,5
"925",925,0,0,0,0,0,1,1,2,NA,500,1000,2,1,5,5,4,2,NA,4,5,4,7,25,2
"926",926,0,0,0,0,0,1,1,1,NA,500,1,0,1,5,3,1,2,10,1,8,4,7,23,5
"927",927,0,1,0,0,0,1,1,1,1,300,510,1,1,5,4,4,2,0,4,12,3,7,21,4
"928",928,0,0,0,0,0,3,2,2,NA,750,1500,3,1,5,5,1,1,6,5,4,4,4,36,5
"929",929,0,0,NA,NA,NA,3,2,2,NA,NA,510,1,1,5,5,5,1,NA,5,3,2,4,19,NA
"930",930,0,0,NA,0,0,3,2,1,0,500,1200,3,1,5,5,5,1,10,4,14,3,4,40,5
"931",931,0,0,0,NA,0,1,1,1,0,NA,1000,2,1,5,5,4,2,0,4,4,3,5,34,4
"932",932,0,0,0,0,0,3,2,2,0,1400,1650,3,1,5,5,4,1,NA,5,11,1,2,42,6
"933",933,0,0,NA,0,0,1,1,2,0,340,1020,2,1,5,5,6,2,NA,5,6,3,3,76,6
"934",934,0,0,0,0,0,1,1,2,0,666.666687011719,2000,3,0,5,5,4,2,NA,4,7,4,8,42,4
"935",935,0,0,0,0,0,1,2,1,0,850,1500,3,1,5,5,4,2,5,4,6,2,3,58,4
"936",936,0,0,NA,NA,NA,3,1,1,NA,2500,1000,2,1,5,5,4,1,NA,4,3,3,8,22,4
"937",937,NA,NA,NA,0,NA,3,1,2,NA,510,510,1,0,5,5,5,1,NA,5,2,1,3,79,5
"938",938,0,0,NA,NA,0,1,2,2,NA,220,660,2,1,4,4,4,2,NA,4,10,2,3,62,4
"939",939,0,0,NA,0,0,1,2,1,0,255,510,1,0,1,5,2,2,NA,1,0,1,5,22,5
"940",940,1,NA,NA,NA,NA,3,1,2,NA,500,500,1,0,1,5,4,1,NA,4,3,2,7,34,5
"941",941,0,0,NA,NA,0,3,1,2,0,750,1500,3,0,5,5,4,1,NA,3,1,2,6,21,4
"942",942,0,0,1,1,0,2,1,1,0,300,510,1,0,5,5,4,NA,NA,4,0,1,5,25,5
"943",943,0,0,NA,NA,0,1,2,2,0,500,1,0,0,5,5,5,2,NA,5,2,1,7,39,4
"944",944,0,0,NA,NA,0,2,2,1,NA,533.333312988281,700,2,1,5,5,4,NA,5,4,3,2,2,53,5
"945",945,0,0,NA,NA,0,2,2,2,0,510,510,1,1,4,5,4,NA,NA,4,6,2,2,63,4
"946",946,0,0,0,0,0,1,2,1,0,1100,1100,3,0,1,2,2,2,NA,1,5,2,5,35,1
"947",947,0,0,NA,0,0,1,2,1,0,800,1500,3,1,1,3,4,2,NA,4,2,1,7,24,4
"948",948,0,0,0,0,0,1,2,2,0,300,1,0,0,5,5,5,2,NA,5,3,1,1,58,5
"949",949,0,0,NA,0,0,3,1,1,0,350,510,1,0,5,5,5,1,NA,5,4,2,2,71,5
"950",950,0,0,NA,0,0,3,2,1,0,85,510,1,0,5,5,5,1,NA,5,3,1,7,43,4
"951",951,0,0,NA,0,0,3,2,2,1,510,510,1,0,1,4,1,1,NA,1,8,2,5,32,1
"952",952,0,0,0,NA,0,2,2,2,0,100,700,2,0,5,5,5,NA,NA,5,1,1,5,21,5
"953",953,1,1,0,0,1,1,2,2,1,625,1000,2,1,4,4,4,2,NA,4,6,2,7,27,5
"954",954,0,0,0,0,0,3,1,1,0,2500,8000,6,1,5,5,5,1,8,5,11,3,5,71,5
"955",955,0,0,NA,NA,0,3,2,2,0,750,1500,3,1,5,5,5,1,5,5,8,3,8,23,4
"956",956,0,0,NA,NA,0,3,2,2,NA,333.333343505859,800,2,1,5,5,5,1,NA,4,3,2,2,39,5
"957",957,0,0,NA,NA,0,3,2,2,NA,510,510,1,0,5,5,5,1,NA,4,1,3,7,29,5
"958",958,0,0,0,0,0,1,1,1,0,850,1100,3,0,5,1,4,2,5,4,3,3,3,27,4
"959",959,1,1,1,1,1,3,2,2,NA,650,1300,3,0,1,5,4,1,NA,4,1,2,5,19,4
"960",960,0,0,0,0,0,3,1,2,0,900,1800,3,1,5,5,1,1,7,4,14,3,7,42,5
"961",961,0,0,NA,0,0,3,1,2,0,1500,1,0,0,5,5,2,1,10,2,9,2,7,37,3
"962",962,0,0,0,0,0,3,1,2,0,1000,510,1,1,5,5,4,1,6,4,3,3,9,42,5
"963",963,0,0,0,0,0,3,2,2,0,500,800,2,0,5,5,4,1,NA,4,2,1,7,26,5
"964",964,0,0,0,1,0,3,2,2,0,1333.33337402344,2000,3,1,3,3,5,1,5,5,5,4,8,25,5
"965",965,0,1,NA,0,0,1,1,2,1,350,700,2,0,5,5,2,2,5,2,10,4,4,52,5
"966",966,0,0,0,0,0,1,NA,2,0,500,400,1,0,5,5,5,2,NA,1,5,3,7,33,6
"967",967,0,0,1,1,0,2,2,2,0,240,700,2,0,5,5,5,NA,NA,4,3,2,3,32,4
"968",968,1,1,1,1,1,2,2,2,0,750,800,2,1,3,1,2,NA,5,4,4,2,7,55,4
"969",969,0,0,0,0,0,3,1,1,0,500,1000,2,1,5,5,5,1,5,5,8,2,7,50,6
"970",970,0,0,0,0,0,1,1,1,0,1500,4000,4,1,5,5,4,2,0,NA,12,4,7,56,2
"971",971,0,1,NA,0,0,3,NA,1,0,333.333343505859,480,1,0,4,3,5,1,NA,2,2,3,7,30,3
"972",972,0,0,NA,0,0,3,1,1,NA,1500,1500,3,1,5,5,3,1,5,4,12,3,3,37,6
"973",973,0,0,1,0,NA,1,1,1,0,500,500,1,1,5,5,4,2,10,4,8,4,5,37,4
"974",974,0,0,0,0,0,3,1,2,NA,375,950,2,0,5,5,5,1,10,5,4,2,6,46,5
"975",975,0,0,0,0,0,1,1,2,0,350,700,2,1,5,4,1,2,NA,1,5,1,5,25,1
"976",976,0,0,0,0,0,3,1,1,0,400,800,2,0,5,5,2,1,10,4,7,2,3,54,6
"977",977,0,0,0,0,0,1,2,2,0,200,800,2,1,1,2,5,2,5,5,10,2,4,64,5
"978",978,0,0,0,0,0,3,1,1,0,1600,3000,4,0,5,5,4,1,7,5,10,3,10,72,5
"979",979,0,0,NA,0,0,1,1,1,0,150,510,1,1,5,5,5,2,NA,2,3,4,3,19,6
"980",980,0,0,0,1,0,1,1,1,0,510,600,2,1,5,5,5,2,10,2,11,4,5,29,5
"981",981,0,0,NA,0,0,1,1,2,0,400,800,2,1,5,5,5,2,NA,5,3,2,2,23,3
"982",982,0,0,NA,0,0,1,1,2,0,700,700,2,0,2,1,NA,2,5,4,4,1,7,31,5
"983",983,0,1,NA,NA,1,3,1,2,1,510,1,0,0,5,5,5,1,NA,3,4,3,7,21,4
"984",984,1,0,1,1,0,1,2,2,0,500,800,2,0,5,5,4,2,NA,2,1,1,7,20,4
"985",985,0,0,0,0,0,3,2,1,0,510,510,1,1,5,5,5,1,NA,5,3,1,3,40,4
"986",986,0,0,NA,0,0,1,1,2,0,375,1,0,0,5,5,5,2,NA,4,2,2,7,42,5
"987",987,0,0,0,NA,0,3,1,1,0,1000,2000,3,1,5,5,5,1,10,4,5,3,3,65,4
"988",988,0,0,0,0,0,3,1,1,0,533.333312988281,715,2,0,5,5,5,1,5,2,4,3,7,27,2
"989",989,0,0,0,NA,0,1,2,1,NA,237.5,950,2,1,4,5,5,2,NA,5,3,1,4,49,5
"990",990,0,0,0,NA,0,1,1,1,NA,333.333343505859,1000,2,1,5,5,5,2,NA,4,3,3,4,36,4
"991",991,0,0,0,0,0,1,2,2,NA,1000,1300,3,1,4,5,4,2,5,4,7,1,4,39,4
"992",992,0,0,0,0,0,1,2,2,NA,350,1,0,1,4,5,2,2,NA,6,3,1,4,27,6
"993",993,0,0,NA,0,0,3,1,2,NA,300,600,2,1,5,5,4,1,NA,2,6,3,1,63,4
"994",994,0,0,0,0,0,3,1,2,NA,550,550,2,0,5,5,3,1,10,3,7,3,6,27,5
"995",995,0,0,NA,0,0,1,1,2,NA,1400,1200,3,0,5,5,5,2,NA,4,3,2,4,42,5
"996",996,0,0,0,0,0,3,1,2,NA,1750,2000,3,1,5,5,3,1,5,4,7,3,7,34,4
"997",997,0,NA,0,NA,0,3,2,1,NA,170,250,1,0,5,5,5,1,NA,4,6,2,6,22,6
"998",998,0,0,0,0,0,3,2,2,NA,500,510,1,0,4,4,NA,1,NA,1,4,3,8,27,2
"999",999,0,0,NA,NA,0,2,1,1,NA,325,800,2,0,5,5,5,NA,10,4,3,3,4,49,4
"1000",1000,NA,NA,NA,0,NA,2,1,2,NA,510,510,1,1,5,5,4,NA,NA,2,3,2,2,86,4
"1001",1001,0,0,0,0,0,3,1,1,NA,375,700,2,1,5,5,5,1,NA,5,10,4,3,69,5
"1002",1002,0,0,NA,NA,0,3,1,1,NA,400,800,2,1,5,5,5,1,NA,4,7,3,7,23,4
"1003",1003,0,0,NA,NA,0,3,1,2,NA,950,1400,3,0,5,5,4,1,NA,4,7,3,1,33,4
"1004",1004,0,0,NA,NA,0,3,1,1,NA,200,1,0,0,5,5,4,1,0,4,7,3,3,47,4
"1005",1005,0,0,NA,NA,0,1,2,2,NA,666.666687011719,750,2,0,5,2,4,2,NA,4,5,2,4,56,4
"1006",1006,0,0,0,0,0,3,1,2,NA,600,1200,3,1,5,5,5,1,NA,4,7,3,6,20,5
"1007",1007,0,0,0,0,0,1,2,2,NA,500,1000,2,1,2,5,NA,2,NA,4,2,2,2,44,5
"1008",1008,0,0,1,NA,1,1,1,1,NA,510,510,1,0,5,5,4,2,NA,5,4,2,2,65,5
"1009",1009,0,0,NA,NA,0,3,2,2,NA,510,510,1,0,3,1,NA,1,NA,NA,0,2,2,66,5
"1010",1010,0,0,NA,NA,0,3,NA,NA,NA,510,510,1,0,5,5,4,1,NA,4,2,2,4,29,5
"1011",1011,0,0,NA,NA,NA,3,NA,2,NA,510,510,1,1,5,5,4,1,NA,5,4,2,1,53,5
"1012",1012,0,0,0,0,0,3,1,2,NA,750,1500,3,0,5,5,5,1,NA,4,5,2,7,39,5
"1013",1013,0,0,NA,NA,0,3,1,2,NA,104,520,2,0,5,5,5,1,NA,4,3,2,3,44,5
"1014",1014,0,0,1,1,0,2,1,1,NA,625,1,0,0,5,5,5,NA,0,3,7,3,8,19,4
"1015",1015,0,0,0,0,0,1,1,2,NA,320,800,2,0,5,5,5,2,NA,2,4,3,7,19,5
"1016",1016,0,0,0,NA,0,3,1,1,NA,1255,2000,3,1,5,5,5,1,NA,4,3,3,2,52,5
"1017",1017,0,0,NA,NA,0,3,1,2,NA,575,1150,3,1,5,5,4,1,10,3,5,3,4,27,5
"1018",1018,0,0,NA,NA,0,2,2,2,NA,240,500,1,0,5,5,4,NA,NA,4,6,3,2,48,4
"1019",1019,0,0,0,NA,0,3,1,2,NA,1250,780,2,1,5,5,5,1,10,4,5,3,3,34,2
"1020",1020,NA,NA,NA,0,NA,1,2,2,NA,200,200,1,1,5,5,4,2,NA,4,2,2,1,44,4
"1021",1021,0,0,0,0,0,2,2,2,NA,250,400,1,0,4,4,2,NA,NA,2,1,1,2,29,3
